05	06	16	22	24	28	0
02	17	24	27	32	33	0
03	06	08	18	27	28	0
02	17	23	26	29	33	0
05	11	13	14	18	26	0
03	05	22	28	32	33	0
06	07	09	13	29	31	0
02	03	12	13	15	26	0
01	05	10	12	22	32	0
06	07	10	21	27	30	0
01	03	04	12	21	24	0
10	23	24	26	29	30	0
10	18	19	21	22	30	0
01	06	16	21	28	32	0
04	09	13	20	27	28	0
14	17	18	21	29	33	0
01	06	20	24	25	28	0
01	06	12	18	23	25	0
02	03	15	19	20	31	0
04	05	17	26	27	32	0
13	14	16	17	20	30	0
01	02	04	05	19	30	0
01	10	16	18	25	31	0
10	13	14	18	21	29	0
02	05	08	12	26	32	0
07	11	15	18	22	23	0
06	09	21	23	30	33	0
03	05	21	25	30	32	0
04	10	11	17	23	25	0
01	10	20	22	26	30	0
01	11	18	21	23	29	0
08	13	18	20	22	33	0
07	08	12	21	22	29	0
01	02	19	27	28	29	0
05	06	12	13	14	27	0
05	15	18	27	28	31	0
02	04	05	11	14	31	0
03	06	17	18	21	31	0
18	19	22	23	31	33	0
06	17	25	26	28	30	0
03	04	07	09	22	29	0
16	23	26	27	28	31	0
02	07	13	15	17	33	0
15	20	21	24	26	28	0
08	16	24	28	31	33	0
06	15	19	28	29	30	0
03	07	08	09	14	30	0
02	03	07	11	26	30	0
08	12	14	16	19	24	0
11	18	23	31	32	33	0
03	07	11	12	16	26	0
01	10	14	16	22	26	0
03	07	14	15	21	30	0
02	10	11	17	29	32	0
04	05	10	28	31	33	0
09	13	16	19	27	30	0
04	06	20	22	30	32	0
08	14	15	21	25	27	0
08	14	25	28	30	33	0
01	02	09	11	13	33	0
02	06	12	15	16	24	0
01	05	08	21	26	31	0
05	06	16	18	20	28	0
04	15	18	23	27	28	0
07	08	28	30	32	33	0
01	09	16	24	31	32	0
07	18	21	25	26	28	0
02	03	04	15	25	31	0
02	09	10	22	26	31	0
05	14	17	24	25	29	0
03	12	13	14	31	32	0
03	17	28	30	32	33	0
03	04	05	09	12	22	0
02	19	20	23	30	33	0
04	11	25	29	31	33	0
08	10	14	29	31	33	0
07	13	16	23	27	31	0
03	12	17	21	24	27	0
05	15	17	19	30	31	0
11	16	17	18	20	21	0
04	05	07	22	30	32	0
