03	08	09	10	17	26	0
02	03	04	12	14	15	0
10	11	13	22	29	30	0
01	02	03	12	22	27	0
03	09	10	11	21	22	0
07	14	16	21	30	33	0
01	10	19	20	29	30	0
03	04	12	14	16	27	0
13	18	20	23	25	26	0
08	15	18	25	26	28	0
07	18	22	25	27	33	0
07	10	12	22	27	31	0
03	06	14	20	24	29	0
07	10	17	19	28	30	0
04	19	21	22	24	28	0
16	19	22	26	30	31	0
06	10	17	20	21	25	0
04	09	10	12	23	30	0
12	13	21	28	29	33	0
06	10	11	17	29	30	0
03	04	14	19	24	32	0
02	07	09	17	20	27	0
11	14	27	28	30	31	0
01	06	14	17	24	25	0
11	14	21	25	26	27	0
13	16	20	24	28	29	0
06	08	15	16	27	32	0
05	06	07	09	15	32	0
20	25	26	31	32	33	0
09	10	23	24	31	32	0
02	08	12	16	20	23	0
06	12	13	20	23	33	0
03	06	07	11	26	30	0
02	05	06	12	15	30	0
02	11	12	17	18	33	0
02	07	20	21	24	33	0
08	10	11	13	15	33	0
03	07	22	23	31	33	0
07	09	16	22	23	29	0
10	11	19	25	26	28	0
06	10	12	15	24	25	0
02	03	04	09	22	23	0
