04	08	11	12	19	30	0
05	09	16	18	30	33	0
01	03	07	16	20	28	0
01	10	16	19	29	30	0
07	14	19	25	26	31	0
08	10	14	17	26	30	0
01	03	12	18	31	33	0
02	06	09	21	25	26	0
11	17	24	28	29	31	0
04	18	20	25	29	33	0
04	10	12	20	21	32	0
02	03	11	14	18	33	0
02	05	07	20	26	33	0
05	10	12	21	23	27	0
01	12	13	28	29	30	0
06	09	11	22	23	30	0
03	13	15	27	30	31	0
04	17	22	23	27	29	0
05	11	17	18	20	21	0
05	06	08	09	19	24	0
01	02	03	20	22	27	0
04	08	15	16	21	24	0
07	10	13	18	24	28	0
07	15	16	31	32	33	0
10	12	13	22	27	30	0
01	07	09	10	20	28	0
02	13	17	25	28	29	0
10	18	19	28	30	31	0
05	09	14	15	16	30	0
06	07	16	17	25	32	0
04	10	11	12	18	19	0
03	06	11	13	22	32	0
01	17	21	25	27	33	0
01	06	07	22	25	33	0
01	04	06	09	32	33	0
01	08	12	13	22	32	0
04	07	08	22	26	28	0
02	04	09	12	19	21	0
05	10	12	15	17	21	0
04	12	14	25	26	33	0
04	05	06	09	16	21	0
06	08	18	21	25	27	0
05	07	09	11	18	21	0
07	12	17	19	27	33	0
04	07	12	17	20	31	0
04	12	16	19	27	30	0
03	13	18	24	28	31	0
05	07	08	12	24	26	0
05	11	15	23	24	30	0
02	08	16	18	20	23	0
03	07	20	25	26	32	0
07	08	13	18	26	32	0
05	08	14	21	23	31	0
05	10	14	16	20	28	0
08	12	13	16	18	24	0
01	04	10	14	25	28	0
11	15	19	23	26	31	0
08	15	17	26	29	31	0
04	07	12	25	29	30	0
08	09	19	20	23	30	0
10	15	20	24	25	32	0
04	08	14	23	28	29	0
01	12	18	19	22	25	0
05	12	17	19	26	28	0
03	04	07	08	16	17	0
01	05	06	15	27	31	0
10	20	24	26	29	32	0
06	16	18	20	23	26	0
10	13	17	27	29	31	0
04	20	21	25	31	33	0
02	05	08	17	19	24	0
01	02	04	07	10	23	0
02	03	12	13	22	29	0
07	08	10	13	19	23	0
04	12	13	14	15	24	0
10	14	16	17	19	29	0
13	14	16	17	19	29	0
07	09	17	18	20	27	0
02	03	04	23	26	29	0
05	07	15	21	22	28	0
03	05	13	21	26	31	0
10	16	17	19	25	31	0
06	07	13	18	23	25	0
07	10	19	30	31	33	0
10	12	15	23	25	29	0
06	09	12	17	21	24	0
01	17	18	21	28	32	0
01	05	10	14	26	28	0
04	05	09	16	24	28	0
07	08	19	20	25	27	0
02	11	15	23	24	30	0
01	04	08	15	30	31	0
03	15	19	25	28	29	0
04	07	11	15	20	25	0
06	18	22	23	30	31	0
11	16	18	21	22	31	0
02	09	16	21	22	28	0
05	10	14	16	18	24	0
01	06	23	29	30	33	0
03	09	16	17	28	29	0
01	07	18	19	21	22	0
03	08	09	13	21	30	0
02	12	14	21	23	31	0
03	07	19	25	29	33	0
08	10	23	31	32	33	0
05	08	10	13	19	28	0
01	06	09	10	18	24	0
04	09	11	13	14	18	0
04	06	07	12	17	32	0
01	06	08	12	17	33	0
04	05	07	15	18	26	0
02	19	22	24	27	28	0
02	03	05	15	22	28	0
12	18	30	24	01	08	0
06	09	15	23	27	31	0
09	12	19	30	31	33	0
03	16	19	22	24	33	0
01	03	10	19	27	30	0
01	05	13	18	26	30	0
05	09	22	24	26	33	0
03	04	11	15	23	31	0
05	09	19	28	30	31	0
01	06	17	18	20	29	0
01	02	18	25	31	32	0
04	11	12	17	24	32	0
02	08	11	13	22	30	0
01	10	11	20	29	30	0
10	20	24	27	28	33	0
02	08	14	17	22	24	0
01	13	15	29	30	32	0
01	02	03	11	15	16	0
03	04	05	07	14	26	0
14	15	17	20	27	30	0
04	10	17	20	26	29	0
04	09	14	17	19	24	0
05	07	12	21	24	27	0
06	07	14	19	26	28	0
08	09	13	20	28	33	0
08	20	21	22	23	25	0
05	10	15	19	23	27	0
04	05	22	25	27	32	0
03	04	10	15	22	29	0
03	09	14	20	24	26	0
01	08	12	28	29	30	0
05	07	15	21	26	33	0
04	16	18	25	28	33	0
02	10	23	24	30	32	0
02	10	18	19	28	30	0
01	05	06	14	21	22	0
04	14	21	24	25	29	0
03	06	13	17	23	28	0
02	03	08	09	11	15	0
04	12	18	22	29	31	0
01	02	08	22	25	30	0
03	11	12	19	23	27	0
04	06	11	19	20	31	0
03	05	06	08	19	20	0
05	09	13	28	29	32	0
03	04	08	14	19	26	0
04	12	20	21	23	27	0
09	15	17	18	19	21	0
02	05	08	11	13	32	0
06	09	10	13	20	31	0
