04	07	09	18	30	33	0
02	07	11	17	22	29	0
08	15	19	23	24	25	0
02	09	13	22	27	28	0
01	08	12	18	22	27	0
01	09	13	25	26	32	0
09	11	12	15	16	27	0
01	23	27	29	32	33	0
01	04	06	21	27	33	0
03	07	08	12	18	28	0
03	05	07	11	21	32	0
02	04	07	23	30	33	0
08	09	11	18	22	29	0
06	10	14	15	29	33	0
06	11	14	18	23	30	0
02	03	12	17	28	32	0
03	04	08	13	26	33	0
06	12	22	23	26	31	0
05	13	17	19	23	24	0
01	10	11	19	22	28	0
02	06	11	13	26	28	0
12	18	29	30	31	32	0
04	07	11	12	32	33	0
01	06	15	26	28	33	0
09	12	16	19	28	29	0
12	14	18	21	32	33	0
04	09	11	22	23	26	0
10	14	17	18	26	30	0
05	13	19	22	24	26	0
01	03	05	22	27	31	0
03	04	12	14	17	19	0
03	04	11	13	24	33	0
02	06	12	15	20	29	0
01	05	22	29	32	33	0
08	13	14	20	26	28	0
04	05	12	19	25	29	0
10	18	19	22	25	32	0
01	03	06	22	27	30	0
04	05	18	25	28	30	0
01	03	05	15	20	29	0
01	13	16	18	26	29	0
12	16	19	26	28	30	0
04	09	14	24	27	29	0
04	05	16	22	27	33	0
08	14	21	22	23	24	0
06	11	16	24	28	29	0
01	06	08	10	12	32	0
02	03	07	08	29	33	0
03	10	11	18	30	33	0
01	07	10	24	25	29	0
03	08	11	22	25	26	0
06	13	20	24	30	31	0
03	05	10	17	20	21	0
08	13	17	20	27	30	0
03	15	16	23	27	32	0
03	05	09	17	20	26	0
01	03	13	16	17	29	0
09	12	13	16	22	30	0
03	09	11	14	26	30	0
02	05	06	16	23	30	0
04	05	12	15	27	33	0
10	13	19	22	30	32	0
03	17	18	21	27	29	0
02	03	07	08	29	30	0
08	10	18	19	25	33	0
07	08	09	14	21	22	0
05	06	07	08	14	16	0
07	08	12	14	19	28	0
09	16	17	18	20	21	0
05	08	16	19	22	24	0
03	13	15	18	24	32	0
06	11	13	21	30	33	0
09	10	12	18	21	22	0
05	08	12	20	26	33	0
08	18	19	20	23	29	0
04	11	12	22	25	31	0
07	16	19	25	31	33	0
04	11	18	19	24	29	0
05	10	14	15	19	27	0
08	15	25	26	28	32	0
05	07	09	13	15	32	0
10	12	13	14	24	27	0
11	12	15	19	24	25	0
08	13	18	22	27	31	0
03	04	09	22	25	26	0
05	09	12	20	30	31	0
02	04	14	20	28	30	0
01	07	11	13	15	22	0
03	06	07	20	21	23	0
02	08	12	13	16	24	0
02	08	15	23	24	29	0
10	13	25	26	30	31	0
04	07	09	10	19	31	0
04	05	12	20	29	30	0
01	04	11	14	26	30	0
03	04	06	16	24	32	0
02	11	12	18	24	31	0
07	11	21	22	24	27	0
02	10	14	15	24	29	0
01	05	12	17	22	23	0
02	03	09	19	29	32	0
04	05	09	13	14	26	0
13	16	19	24	32	33	0
06	17	28	30	32	33	0
01	04	06	07	19	25	0
02	03	07	08	09	28	0
09	11	16	26	27	28	0
04	05	08	15	23	33	0
02	04	11	18	22	31	0
03	10	13	17	23	31	0
11	13	20	25	29	33	0
02	07	08	13	16	29	0
03	04	05	11	15	16	0
13	15	21	25	31	32	0
04	06	14	18	28	33	0
02	07	18	21	30	31	0
02	05	10	17	19	32	0
03	06	11	17	26	29	0
01	04	10	19	21	29	0
04	09	12	23	30	33	0
07	13	17	19	24	31	0
02	09	12	16	17	33	0
10	15	16	18	23	24	0
04	07	09	15	23	28	0
05	08	13	17	24	29	0
02	10	12	13	22	26	0
01	08	09	23	26	29	0
05	06	11	13	14	29	0
03	12	15	20	22	33	0
06	07	18	19	32	33	0
04	07	12	14	16	24	0
07	09	10	28	29	31	0
01	08	11	16	19	20	0
13	20	26	28	29	31	0
02	04	16	26	28	29	0
10	12	13	25	27	29	0
02	06	14	19	20	26	0
03	04	05	07	14	18	0
09	14	16	22	27	28	0
04	07	12	14	27	33	0
06	08	21	25	29	33	0
07	13	14	15	23	28	0
01	08	13	14	22	26	0
